customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID753,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,53.5,1765.5,1
ID754,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,54.5,1853.0,1
ID755,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),55.5,1942.5,1
ID756,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),56.5,2034.0,1
ID757,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.5,2127.5,1
ID758,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,58.5,2223.0,1
ID759,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.5,2320.5,1
ID760,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.5,2420.0,1
ID761,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,61.5,2521.5,1
ID762,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,62.5,2625.0,1
ID763,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.5,2730.5,1
ID764,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),64.5,2838.0,1
ID765,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,65.5,2947.5,1
ID766,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,66.5,3059.0,1
ID767,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.5,3172.5,1
ID768,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),68.5,3288.0,1
ID769,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.5,3405.5,1
ID770,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,70.5,3525.0,1
ID771,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.5,3646.5,1
ID772,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.5,3770.0,1
ID773,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,73.5,3895.5,1
ID774,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,74.5,4023.0,1
ID775,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.5,4152.5,1
ID776,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),76.5,4284.0,1
ID777,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,77.5,4417.5,1
ID778,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.5,4553.0,1
ID779,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.5,4690.5,1
ID780,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),80.5,4830.0,1
ID781,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.5,4971.5,1
ID782,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,82.5,5115.0,1
ID783,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.5,5260.5,1
ID784,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.5,5408.0,1
ID785,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,85.5,5557.5,1
ID786,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,86.5,5709.0,1
ID787,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.5,5862.5,1
ID788,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),88.5,6018.0,1
ID789,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,89.5,6175.5,1
ID790,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,90.5,6335.0,1
ID791,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.5,6496.5,1
ID792,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),92.5,0.0,1
ID793,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.5,93.5,1
ID794,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,94.5,189.0,1
ID795,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.5,286.5,1
ID796,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.5,386.0,1
ID797,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,97.5,487.5,1
ID798,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,98.5,591.0,1
ID799,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.5,696.5,1
ID800,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),20.5,164.0,1
ID801,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,21.5,193.5,1
ID802,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,22.5,225.0,1
ID803,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),23.5,258.5,1
ID804,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),24.5,294.0,1
ID805,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.5,331.5,1
ID806,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,26.5,371.0,1
ID807,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.5,412.5,1
ID808,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),28.5,456.0,1
ID809,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,29.5,501.5,1
ID810,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,30.5,549.0,1
ID811,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.5,598.5,1
ID812,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),32.5,650.0,1
ID813,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,33.5,703.5,1
ID814,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,34.5,759.0,1
ID815,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),35.5,816.5,1
ID816,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),36.5,876.0,1
ID817,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.5,937.5,1
ID818,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,38.5,1001.0,1
ID819,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),39.5,1066.5,1
ID820,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),40.5,1134.0,1
ID821,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,41.5,1203.5,1
ID822,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,42.5,1275.0,1
ID823,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.5,1348.5,1
ID824,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),44.5,1424.0,1
ID825,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,45.5,1501.5,1
ID826,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,46.5,1581.0,1
ID827,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),47.5,1662.5,1
ID828,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),48.5,1746.0,1
ID829,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.5,1831.5,1
ID830,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,50.5,1919.0,1
ID831,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.5,2008.5,1
ID832,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.5,2100.0,1
ID833,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,53.5,2193.5,1
ID834,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,54.5,2289.0,1
ID835,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.5,2386.5,1
ID836,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),56.5,2486.0,1
ID837,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,57.5,2587.5,1
ID838,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.5,2691.0,1
ID839,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),59.5,2796.5,1
ID840,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),60.5,2904.0,1
ID841,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.5,3013.5,1
ID842,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,62.5,3125.0,1
ID843,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.5,3238.5,1
ID844,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.5,3354.0,1
ID845,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,65.5,3471.5,1
ID846,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,66.5,3591.0,1
ID847,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.5,3712.5,1
ID848,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),68.5,3836.0,1
ID849,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,69.5,3961.5,1
ID850,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,70.5,4089.0,1
ID851,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),71.5,4218.5,1
ID852,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.5,4350.0,1
ID853,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.5,4483.5,1
ID854,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,74.5,4619.0,1
ID855,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,4756.5,1
ID856,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.5,4896.0,1
ID857,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,77.5,5037.5,1
ID858,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,78.5,5181.0,1
ID859,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,5326.5,1
ID860,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),80.5,5474.0,1
ID861,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,81.5,5623.5,1
ID862,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,82.5,5775.0,1
ID863,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),83.5,5928.5,1
ID864,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),84.5,0.0,1
ID865,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.5,85.5,1
ID866,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,86.5,173.0,1
ID867,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.5,262.5,1
ID868,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.5,354.0,1
ID869,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,89.5,447.5,1
ID870,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,90.5,543.0,1
ID871,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.5,640.5,1
ID872,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),92.5,740.0,1
ID873,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,93.5,841.5,1
ID874,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,94.5,945.0,1
ID875,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.5,1050.5,1
ID876,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),96.5,1158.0,1
ID877,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.5,1267.5,1
ID878,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,98.5,1379.0,1
ID879,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.5,1492.5,1
ID880,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),20.5,328.0,1
ID881,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,21.5,365.5,1
ID882,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,22.5,405.0,1
ID883,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.5,446.5,1
ID884,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),24.5,490.0,1
ID885,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,25.5,535.5,1
ID886,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,26.5,583.0,1
ID887,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),27.5,632.5,1
ID888,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),28.5,684.0,1
ID889,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,29.5,737.5,1
ID890,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,30.5,793.0,1
ID891,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),31.5,850.5,1
ID892,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),32.5,910.0,1
ID893,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,33.5,971.5,1
ID894,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,34.5,1035.0,1
ID895,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.5,1100.5,1
ID896,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),36.5,1168.0,1
ID897,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,37.5,1237.5,1
ID898,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,38.5,1309.0,1
ID899,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),39.5,1382.5,1
ID900,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),40.5,1458.0,1
ID901,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.5,1535.5,1
ID902,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,42.5,1615.0,1
ID903,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.5,1696.5,1
ID904,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),44.5,1780.0,1
ID905,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,45.5,1865.5,1
ID906,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,46.5,1953.0,1
ID907,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.5,2042.5,1
ID908,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),48.5,2134.0,1
ID909,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,49.5,2227.5,1
ID910,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.5,2323.0,1
ID911,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),51.5,2420.5,1
ID912,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),52.5,2520.0,1
ID913,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.5,2621.5,1
ID914,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,54.5,2725.0,1
ID915,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.5,2830.5,1
ID916,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.5,2938.0,1
ID917,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.5,3047.5,1
ID918,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,58.5,3159.0,1
ID919,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,3272.5,1
ID920,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),60.5,3388.0,1
ID921,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,61.5,3505.5,1
ID922,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.5,3625.0,1
ID923,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),63.5,3746.5,1
ID924,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),64.5,3870.0,1
ID925,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.5,3995.5,1
ID926,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,66.5,4123.0,1
ID927,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.5,4252.5,1
ID928,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.5,4384.0,1
ID929,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.5,4517.5,1
ID930,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,70.5,4653.0,1
ID931,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.5,4790.5,1
ID932,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),72.5,4930.0,1
ID933,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.5,5071.5,1
ID934,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.5,5215.0,1
ID935,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.5,5360.5,1
ID936,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),76.5,0.0,1
ID937,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.5,77.5,1
ID938,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,78.5,157.0,1
ID939,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.5,238.5,1
ID940,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.5,322.0,1
ID941,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,81.5,407.5,1
